                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    168,                0.55462,                0.39572,                0.87677,                 0.8755,                0.73438,                0.80645,                 0.4414,                      0,                    inf,                      0,              0.0017335,              0.0017335,              0.0017335
                    169,                0.61167,                0.42018,                0.88481,                0.82324,                 0.8125,                0.82658,                0.44377,                      0,                    inf,                      0,               0.001684,               0.001684,               0.001684
                    170,                0.60215,                0.41427,                0.87629,                 0.8737,                0.78125,                0.83547,                0.44974,                      0,                    inf,                      0,              0.0016345,              0.0016345,              0.0016345
                    171,                0.59102,                0.39779,                0.86921,                 0.8477,                0.78273,                0.82296,                0.43743,                      0,                    inf,                      0,               0.001585,               0.001585,               0.001585
                    172,                0.60803,                0.42929,                0.86619,                0.83085,                0.79688,                0.79828,                0.43894,                      0,                    inf,                      0,              0.0015355,              0.0015355,              0.0015355
                    173,                0.56466,                0.40653,                0.86504,                0.83133,                0.79688,                0.81722,                0.45079,                      0,                    inf,                      0,               0.001486,               0.001486,               0.001486
                    174,                0.57743,                0.39611,                0.87633,                0.83387,                0.78434,                0.80948,                0.44436,                      0,                    inf,                      0,              0.0014365,              0.0014365,              0.0014365
                    175,                0.58618,                0.38418,                0.86206,                0.80727,                 0.8125,                  0.819,                0.43483,                      0,                    inf,                      0,               0.001387,               0.001387,               0.001387
                    176,                0.57478,                0.39643,                0.86997,                0.80975,                 0.8125,                0.82268,                0.44223,                      0,                    inf,                      0,              0.0013375,              0.0013375,              0.0013375
                    177,                 0.5696,                 0.4036,                0.88288,                0.84755,                0.78125,                0.84164,                0.45003,                      0,                    inf,                      0,               0.001288,               0.001288,               0.001288
                    178,                0.55783,                0.38606,                0.87322,                0.84239,                0.78125,                0.80659,                0.44145,                      0,                    inf,                      0,              0.0012385,              0.0012385,              0.0012385
                    179,                0.60416,                0.39295,                0.88129,                0.83409,                0.76562,                0.81041,                0.45054,                      0,                    inf,                      0,               0.001189,               0.001189,               0.001189
                    180,                0.54584,                0.38306,                0.85628,                0.82796,                0.75199,                0.80709,                 0.4453,                      0,                    inf,                      0,              0.0011395,              0.0011395,              0.0011395
                    181,                0.53834,                0.37021,                0.84609,                0.83838,                0.78125,                0.83628,                0.45147,                      0,                    inf,                      0,                0.00109,                0.00109,                0.00109
                    182,                0.53967,                0.36688,                0.86088,                0.85403,                0.78125,                0.83518,                0.43407,                      0,                    inf,                      0,              0.0010405,              0.0010405,              0.0010405
                    183,                0.55393,                0.37859,                0.85525,                0.87304,                0.78125,                 0.8412,                0.45284,                      0,                    inf,                      0,               0.000991,               0.000991,               0.000991
                    184,                0.55112,                0.37876,                0.85419,                0.86137,                0.77677,                0.82507,                0.46566,                      0,                    inf,                      0,              0.0009415,              0.0009415,              0.0009415
                    185,                0.51531,                0.36858,                0.85929,                0.85182,                 0.8125,                0.83907,                0.46621,                      0,                    inf,                      0,               0.000892,               0.000892,               0.000892
                    186,                0.54657,                0.38517,                0.85975,                 0.8514,                0.80576,                0.84359,                0.46461,                      0,                    inf,                      0,              0.0008425,              0.0008425,              0.0008425
                    187,                0.54833,                0.39114,                0.85342,                0.87421,                0.78125,                0.83488,                0.45641,                      0,                    inf,                      0,               0.000793,               0.000793,               0.000793
                    188,                0.53886,                0.45763,                 0.8505,                0.87673,                0.77797,                0.82992,                0.45525,                      0,                    inf,                      0,              0.0007435,              0.0007435,              0.0007435
                    189,                0.55812,                0.40032,                0.86521,                0.84673,                0.77691,                0.82955,                0.46213,                      0,                    inf,                      0,               0.000694,               0.000694,               0.000694
                    190,                 0.5271,                0.38033,                0.84557,                0.85911,                0.78125,                0.82893,                 0.4575,                      0,                    inf,                      0,              0.0006445,              0.0006445,              0.0006445
                    191,                0.52315,                0.36127,                 0.8174,                0.87488,                0.79688,                0.85229,                0.44293,                      0,                    inf,                      0,               0.000595,               0.000595,               0.000595
                    192,                0.51645,                 0.3463,                0.82788,                0.84848,                0.82812,                0.85773,                0.44289,                      0,                    inf,                      0,              0.0005455,              0.0005455,              0.0005455
                    193,                0.49844,                0.34765,                0.83384,                0.84329,                0.84084,                0.86204,                0.44783,                      0,                    inf,                      0,               0.000496,               0.000496,               0.000496
                    194,                0.48808,                 0.3364,                0.83675,                0.83632,                0.84375,                0.86092,                0.45081,                      0,                    inf,                      0,              0.0004465,              0.0004465,              0.0004465
                    195,                0.46275,                0.33903,                0.82145,                0.83614,                0.84375,                0.86199,                0.44341,                      0,                    inf,                      0,               0.000397,               0.000397,               0.000397
                    196,                0.46445,                0.33834,                0.81868,                0.84965,                 0.8125,                0.86372,                0.44159,                      0,                    inf,                      0,              0.0003475,              0.0003475,              0.0003475
                    197,                0.50954,                0.34291,                0.83637,                0.85228,                 0.8125,                0.85956,                0.44255,                      0,                    inf,                      0,               0.000298,               0.000298,               0.000298
                    198,                0.48163,                0.33706,                0.81831,                0.85208,                 0.8125,                0.85701,                 0.4328,                      0,                    inf,                      0,              0.0002485,              0.0002485,              0.0002485
                    199,                0.45605,                 0.3313,                0.80606,                0.85189,                0.80887,                0.86486,                0.44116,                      0,                    inf,                      0,               0.000199,               0.000199,               0.000199
